WORDCOUNT,LOCATION,ORGANIZATION,PERSON,MONEY,DATE,TIME,PERCENT,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,LIKES,COMMENTS,DT,JJ,NN,VBZ,VBN,TO,VB,CD,IN,JJS,VBG,NNS,NNP,VBD,PRP$,CC,WP,RB,PRP,VBP,RBR,RP,MD,WDT,WRB,JJR,EX,NNPS,world,blogs,disability,entertainment,magazine,technology,help,business,education,uk,rugby,election,health,science,Shares
118,0,3,4,0,2,0,0,0,1,0,0,0,0,0,419,203,11,6,17,9,1,0,1,5,15,1,0,4,15,2,2,2,0,5,12,6,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,335
180,0,2,4,0,3,0,0,0,0,1,0,0,0,0,202,180,19,14,23,6,4,4,5,4,24,0,2,17,28,3,3,7,1,3,1,3,0,0,2,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,525
195,0,4,9,3,4,0,0,0,0,1,0,0,0,0,93,99,19,7,31,9,4,4,3,12,26,1,5,10,38,5,3,5,0,3,1,4,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187
173,0,14,0,0,3,0,0,0,0,1,0,0,0,0,0,0,18,6,25,5,4,4,2,8,25,1,3,16,29,4,1,5,1,3,1,4,0,1,0,1,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
170,0,5,4,0,3,0,0,0,0,1,0,0,0,0,61,20,19,11,26,7,8,4,3,5,19,1,5,10,27,2,2,3,0,3,0,7,0,1,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36
840,0,40,15,0,5,0,0,0,0,1,0,0,0,0,1,0,74,48,104,24,14,20,23,20,101,3,23,63,128,34,9,24,7,23,39,30,3,4,7,3,6,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
139,0,1,6,0,2,0,0,0,0,1,0,0,0,0,5,2,12,10,23,5,6,5,2,4,14,1,5,11,16,1,3,6,0,2,5,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
1185,0,9,9,0,3,0,0,0,0,1,0,0,0,0,31,27,119,72,187,38,25,33,40,20,147,1,39,108,74,26,12,55,8,55,45,34,6,10,13,6,3,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98
141,0,1,7,0,2,0,0,0,0,1,0,0,0,0,525,223,8,7,17,1,1,5,5,6,20,0,3,18,23,1,4,7,0,4,3,4,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206
73,0,1,6,0,2,0,0,0,1,0,0,0,0,0,107,130,5,5,8,5,2,4,3,4,9,0,1,4,15,1,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209
877,0,23,23,0,7,0,0,0,0,1,0,0,0,0,78,19,84,43,139,43,9,28,31,30,111,1,18,65,85,5,18,22,5,37,51,24,0,1,11,7,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69
131,0,5,0,0,2,0,0,0,0,1,0,0,0,0,133,52,11,10,24,5,4,2,3,5,15,0,3,7,16,2,1,6,0,6,3,2,0,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185
163,0,4,7,0,2,0,0,0,0,0,1,0,0,0,30,2,17,6,21,5,7,5,4,6,23,0,6,11,27,4,2,3,1,7,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68
168,0,8,0,0,3,0,0,0,0,1,0,0,0,0,38,11,17,12,25,7,5,3,4,7,25,0,4,10,19,1,3,5,1,3,2,5,1,0,2,1,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55
211,0,11,7,0,3,0,0,0,0,0,0,0,1,0,9239,1756,20,11,33,11,6,9,9,9,23,1,2,9,34,4,4,8,3,6,6,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1958
84,0,4,4,0,4,0,0,0,1,0,0,0,0,0,13,20,6,6,10,3,2,1,0,7,12,0,1,6,19,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
186,0,2,8,0,2,0,0,1,0,0,0,0,0,0,417,304,15,12,35,5,8,6,3,4,20,0,4,11,26,2,5,8,0,12,3,4,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,324
152,0,3,9,0,2,0,0,0,1,0,0,0,0,0,16,65,11,6,25,11,3,3,2,7,16,1,1,11,24,2,5,2,0,9,4,3,0,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74
52,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,12,2,2,4,2,0,5,1,0,6,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
144,0,1,4,0,2,0,0,0,0,0,1,0,0,0,1097,765,10,9,26,8,4,6,4,5,19,0,1,4,20,3,7,4,0,4,7,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,599
253,0,1,10,0,2,0,0,0,1,0,0,0,0,0,89,35,15,8,31,13,9,7,12,6,30,1,5,19,27,4,5,7,2,17,17,7,2,1,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133
268,0,4,6,0,3,0,0,1,0,0,0,0,0,0,2307,1086,14,23,41,9,6,13,9,7,29,0,7,21,28,7,8,9,3,13,10,4,0,0,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,867
206,0,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,17,9,43,9,9,4,9,5,21,0,2,8,21,4,2,12,2,8,10,3,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
204,0,6,14,0,2,0,0,0,1,0,0,0,0,0,14,12,19,5,33,6,5,4,2,5,26,0,2,11,43,6,4,7,1,6,8,8,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43
1591,0,55,17,0,30,0,0,0,0,0,0,1,0,0,0,0,187,94,212,53,42,58,46,33,207,4,23,92,228,43,13,57,10,61,52,30,3,11,8,5,6,6,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,0,4,11,0,2,0,0,0,0,0,1,0,0,0,0,0,10,8,27,9,8,5,9,6,22,1,3,7,27,6,6,6,0,8,15,4,0,3,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,0,18,16,38,9,6,7,6,12,30,0,1,8,35,3,8,7,1,6,8,4,0,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,11,9,33,14,5,10,8,5,17,0,2,4,11,1,5,6,1,11,13,6,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,4,8,8,5,5,2,2,4,5,0,1,2,10,1,1,0,2,3,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,0,1,2,0,2,0,0,0,0,0,0,0,0,1,24,11,7,4,12,4,2,3,3,4,6,0,1,2,11,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
121,0,0,7,0,2,0,0,0,0,0,0,1,0,0,15,12,11,8,18,5,5,3,3,4,18,1,2,4,20,5,4,2,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40
736,0,26,18,0,2,0,0,0,0,1,0,0,0,0,0,0,91,58,92,24,20,15,22,11,95,4,9,60,87,20,7,23,2,32,17,12,0,3,11,8,1,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
96,0,1,3,0,1,0,0,0,0,0,0,0,1,0,2,0,8,7,14,5,8,0,0,6,14,0,1,2,17,5,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
87,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,1,9,5,16,1,7,0,2,5,14,0,1,2,12,4,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1092,0,35,25,0,8,0,0,0,1,0,0,0,0,0,2,4,116,73,192,32,19,32,41,28,145,7,17,76,106,32,15,30,5,38,27,21,1,3,16,6,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
471,0,18,7,0,1,0,0,0,0,0,0,0,1,0,182,168,53,33,72,11,14,7,9,19,72,1,12,45,37,24,3,8,1,12,8,11,0,2,5,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,240
91,0,5,2,0,2,0,0,1,0,0,0,0,0,0,13,5,10,6,15,5,4,5,5,4,7,0,0,5,15,1,2,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39
2023,0,96,22,0,8,0,0,0,0,0,1,0,0,0,120,94,224,117,322,30,36,47,54,38,253,7,43,118,213,124,31,72,5,95,102,22,3,10,14,17,10,6,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,156
96,0,0,2,0,3,0,0,0,0,0,0,1,0,0,15,39,7,8,15,3,4,5,7,5,10,0,1,8,12,0,2,1,0,1,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35
148,0,6,2,0,2,0,0,0,0,0,1,0,0,0,72,64,12,7,37,9,6,2,4,5,19,0,0,6,19,2,2,7,0,2,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81
83,0,1,2,0,2,0,0,0,0,0,1,0,0,0,1,0,4,3,17,5,2,1,0,5,11,0,1,5,10,2,5,1,1,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
136,0,10,2,0,2,0,0,0,0,0,0,1,0,0,3,9,13,9,27,6,3,5,2,4,22,0,3,7,18,3,4,1,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1723,0,24,24,0,9,0,0,1,0,0,0,0,0,0,0,0,184,87,268,31,42,45,61,36,201,2,39,117,121,96,13,64,12,85,78,45,6,10,20,20,11,14,8,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,9
98,0,8,3,0,2,0,0,0,0,0,1,0,0,0,1439,303,11,9,19,5,3,1,0,4,11,0,2,4,18,2,2,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,270
96,0,6,0,0,2,0,0,0,0,0,1,0,0,0,2,1,7,7,22,5,2,3,2,5,10,0,2,2,11,3,4,1,0,1,4,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
919,0,7,2,0,5,0,0,0,0,0,1,0,0,0,0,0,79,38,147,30,19,43,48,20,104,3,32,60,38,19,13,34,5,37,71,41,0,7,12,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95,0,8,4,0,2,0,0,0,1,0,0,0,0,0,16,3,6,3,22,4,3,2,1,4,11,0,1,3,21,2,5,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
162,0,9,3,0,2,0,0,0,0,0,0,1,0,0,3,0,13,7,28,7,7,6,4,8,18,1,0,13,28,1,2,6,0,1,2,6,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
98,0,1,6,0,3,0,0,0,1,0,0,0,0,0,0,0,8,4,17,5,2,5,3,6,12,0,2,5,16,3,2,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
125,0,4,4,0,2,0,0,0,0,1,0,0,0,0,0,7,11,7,24,8,5,5,4,5,13,0,2,10,11,3,2,5,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
823,0,22,2,0,2,0,0,0,0,1,0,0,0,0,0,0,84,51,167,35,25,33,37,17,109,2,17,63,39,4,9,28,3,25,29,16,1,3,12,6,4,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
704,0,21,7,0,5,0,0,0,0,0,0,1,0,0,6,0,76,42,143,23,28,28,44,10,88,1,21,51,38,7,5,23,2,20,16,9,1,4,19,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
124,0,5,8,0,3,0,0,0,0,0,1,0,0,0,587,204,8,6,16,5,2,3,5,5,14,0,4,13,19,2,2,7,0,3,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,868
107,0,8,10,0,4,0,0,0,0,0,0,1,0,0,53,22,5,7,12,3,2,2,2,9,12,0,1,11,28,2,3,3,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62
81,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,2,4,4,15,3,3,1,3,4,11,0,1,7,14,3,1,2,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
95,0,0,5,0,3,0,0,1,0,0,0,0,0,0,3,1,5,4,16,3,2,2,4,5,9,1,1,4,14,2,4,0,0,2,7,4,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
77,0,0,7,0,3,0,0,1,0,0,0,0,0,0,3415,1320,5,0,13,2,4,1,2,5,9,1,2,3,19,3,2,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,547
172,0,0,5,0,2,0,0,0,1,0,0,0,0,0,10,1,17,6,31,8,2,7,8,6,19,1,2,8,20,1,2,9,0,5,8,6,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
86,0,4,0,0,2,0,0,0,1,0,0,0,0,0,,,7,2,16,4,5,2,4,4,8,0,3,6,11,2,2,3,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
117,0,3,2,0,2,0,0,0,1,0,0,0,0,0,180,52,10,5,18,4,5,5,5,5,11,1,3,11,19,3,1,3,0,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149
938,0,5,9,0,2,0,0,0,0,1,0,0,0,0,13,6,85,43,169,54,32,40,47,16,104,0,20,70,52,14,22,29,2,24,48,21,2,6,16,7,6,4,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
80,0,1,2,0,3,0,0,0,0,1,0,0,0,0,261,225,3,1,12,2,2,3,4,5,12,0,0,7,10,6,4,1,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,623
92,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,1,7,1,13,5,4,2,4,5,13,0,2,4,17,4,1,1,0,2,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1805,0,23,3,0,16,0,0,0,0,1,0,0,0,0,0,0,164,134,307,78,55,63,80,34,190,5,35,140,149,32,31,59,3,67,58,46,4,5,29,12,8,10,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,0,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,13,6,17,4,5,2,5,16,12,0,2,3,19,3,1,2,1,2,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,0,7,0,0,2,0,0,1,0,0,0,0,0,0,153,183,8,9,13,5,4,11,10,5,11,0,3,11,16,2,3,0,2,3,6,4,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172
1024,0,12,24,0,3,0,0,1,0,0,0,0,0,0,203,352,130,70,139,38,31,30,33,9,115,3,27,62,74,41,18,33,6,37,66,22,3,7,9,7,8,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,431
164,0,11,4,0,4,0,0,0,0,0,0,0,1,0,0,0,18,13,28,4,5,3,3,7,26,0,2,8,26,3,3,2,0,4,1,0,2,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
91,0,4,2,0,2,0,0,1,0,0,0,0,0,0,4,0,10,3,13,2,2,2,4,4,10,0,2,5,16,2,2,3,0,3,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
115,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,10,8,17,5,3,3,6,4,16,0,3,12,14,0,1,2,0,0,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,0,3,2,0,2,0,0,0,0,0,0,1,0,0,451,356,5,5,15,5,1,2,1,5,9,0,1,8,9,0,1,0,0,3,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1278
118,0,8,2,0,2,0,0,0,0,1,0,0,0,0,225,98,11,6,17,1,7,5,3,5,14,0,1,7,22,3,3,0,0,1,2,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,314
87,0,3,4,0,2,0,0,1,0,0,0,0,0,0,67,42,5,4,13,2,4,3,3,4,7,0,1,3,18,2,2,2,0,4,4,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,240
84,0,3,2,0,2,0,0,0,0,1,0,0,0,0,2,0,5,5,13,8,3,1,0,4,10,0,1,3,13,1,3,5,0,1,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
114,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,9,10,11,3,1,5,13,4,12,0,0,6,12,0,1,4,0,4,7,3,1,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,0,5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,8,5,16,4,2,2,3,4,15,0,4,6,17,1,1,1,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,0,3,0,0,2,0,0,0,0,0,0,1,0,0,958,194,6,5,12,4,1,3,5,5,10,0,4,4,13,0,2,2,0,4,9,4,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,719
130,0,2,2,0,2,0,0,1,0,0,0,0,0,0,323,152,13,7,23,6,6,4,5,4,15,0,2,13,17,1,1,6,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,313
53,0,3,2,0,2,0,0,0,0,0,0,1,0,0,765,447,5,0,9,4,2,0,0,4,8,1,1,1,12,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1196
91,0,2,4,0,2,0,0,0,0,1,0,0,0,0,0,0,8,5,20,6,6,2,2,4,13,0,1,0,14,2,1,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,0,2,8,0,2,0,0,0,0,0,0,1,0,0,10,4,13,0,15,6,2,2,2,7,19,2,1,7,33,3,2,4,1,1,2,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
105,0,8,4,0,2,0,0,0,1,0,0,0,0,0,6,4,7,2,16,5,2,3,1,5,8,3,1,3,34,6,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
1006,0,18,25,0,1,0,0,0,0,1,0,0,0,0,2,0,101,62,172,37,52,34,42,15,113,1,23,80,66,35,9,23,5,48,28,22,2,3,19,5,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
870,0,12,32,0,0,0,0,0,0,0,1,0,0,0,0,0,88,50,142,31,36,31,35,11,90,2,20,66,78,29,5,22,5,41,31,22,0,2,15,7,4,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3
461,0,19,4,0,2,0,0,0,0,0,0,0,0,1,10,0,46,17,67,15,15,9,16,20,63,5,10,40,46,15,3,13,2,13,11,9,1,1,8,4,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
82,0,4,3,0,7,0,0,0,0,0,1,0,0,0,15,21,8,5,12,5,3,1,1,7,11,0,5,6,12,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
663,0,22,9,2,12,0,0,0,0,0,1,0,0,0,554,109,62,37,85,10,26,14,12,39,93,3,11,89,59,39,1,22,2,20,7,13,2,2,3,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
77,0,4,2,0,2,0,0,0,0,1,0,0,0,0,14,5,6,5,11,5,3,1,0,6,10,0,2,4,16,2,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
902,0,27,10,0,4,0,0,0,0,0,0,0,0,1,4,1,78,49,154,21,32,27,47,20,119,2,19,87,61,19,6,30,3,34,25,24,0,3,23,8,3,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
78,0,11,0,0,2,0,0,0,0,0,0,0,1,0,498,153,3,4,7,2,5,1,1,6,9,0,0,7,22,3,2,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
229,0,3,0,0,0,0,0,0,0,0,0,1,0,0,13,0,30,11,25,5,22,12,4,5,33,1,4,24,18,2,0,6,3,7,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
683,0,10,7,0,1,0,0,0,0,0,1,0,0,0,182,92,71,40,83,21,36,31,22,9,81,0,17,59,40,25,5,33,10,25,25,25,0,4,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
90,0,4,2,0,2,0,0,0,0,1,0,0,0,0,3,1,5,9,13,4,3,2,2,5,12,0,4,7,10,4,3,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
72,0,6,3,0,2,0,0,0,1,0,0,0,0,0,94,32,7,3,11,3,2,1,1,5,12,0,1,4,15,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
996,0,39,19,0,14,0,0,1,0,0,0,0,0,0,40,16,104,36,126,12,26,24,30,31,137,2,16,68,152,58,20,28,7,29,49,10,0,1,14,3,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93
1022,0,31,28,0,12,0,0,0,0,0,0,1,0,0,64,7,98,54,142,18,42,28,28,15,128,3,23,62,157,71,3,36,1,26,33,25,0,4,11,2,4,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68
589,0,17,11,0,9,0,0,0,1,0,0,0,0,0,8489,792,36,28,84,17,27,12,17,12,78,1,13,43,96,32,3,21,0,15,21,10,2,5,6,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580
378,0,9,12,0,3,0,0,0,0,0,1,0,0,0,72,27,38,27,70,8,18,13,8,9,42,0,6,21,52,20,3,11,2,4,11,8,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
86,0,1,2,0,3,0,0,0,0,1,0,0,0,0,,,3,3,9,5,6,3,4,8,11,0,2,4,12,2,3,1,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
436,0,4,8,0,0,0,0,0,0,1,0,0,0,0,,,40,37,58,8,12,12,18,7,55,0,11,42,34,30,1,15,3,12,17,5,0,2,10,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,0,4,9,0,3,0,0,0,1,0,0,0,0,0,1244,62,20,18,44,5,9,6,13,1,33,1,7,24,21,16,4,8,1,7,9,4,0,0,6,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,337
1032,0,29,40,0,6,0,0,0,0,0,0,1,0,0,1882,106,93,56,149,24,34,24,38,8,124,0,18,56,173,64,15,23,5,28,39,19,2,3,19,11,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469
1007,0,13,29,0,9,0,0,0,0,0,1,0,0,0,50,1,96,62,198,29,41,38,42,11,114,2,22,70,86,53,4,25,1,31,32,16,3,2,13,4,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
893,0,25,18,0,6,0,0,0,0,0,1,0,0,0,887,150,92,42,144,32,24,35,40,9,118,3,20,61,89,31,6,23,4,28,29,20,2,0,13,7,9,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
600,0,21,12,0,3,1,0,0,1,0,0,0,0,0,15,2,71,23,97,15,14,20,28,4,76,0,10,40,68,27,6,13,1,21,26,15,0,0,15,2,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
652,0,28,25,0,2,2,0,0,1,0,0,0,0,0,119,5,72,29,106,13,27,19,28,7,82,1,12,46,100,23,7,18,1,13,15,12,0,1,11,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
99,0,5,2,0,2,0,0,1,0,0,0,0,0,0,18,2,13,5,15,5,5,2,1,4,14,2,1,5,19,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
415,0,11,24,0,7,0,0,1,0,0,0,0,0,0,84,61,44,19,63,15,8,13,16,7,58,1,5,9,71,18,2,8,1,17,19,8,0,1,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
73,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,3,8,9,3,8,1,2,5,10,0,0,7,10,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,41,36,97,11,15,16,18,20,73,0,7,52,30,18,15,22,4,20,20,14,1,0,9,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71,0,3,2,0,4,0,0,0,1,0,0,0,0,0,0,0,3,8,8,4,3,3,4,6,8,0,0,2,11,1,1,1,0,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,11,8,0,3,0,0,0,1,0,0,0,0,0,1,0,50,26,72,17,14,20,21,11,65,2,10,47,49,14,2,9,1,17,9,15,1,1,7,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,0,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,4,5,10,4,7,0,0,4,7,0,4,4,11,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,1,9,0,3,0,0,0,0,1,0,0,0,0,,,7,3,15,4,3,1,2,6,13,0,1,4,26,9,4,0,1,3,4,2,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
