WORDCOUNT,LOCATION,ORGANIZATION,PERSON,MONEY,DATE,TIME,PERCENT,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,LIKES,COMMENTS,DT,JJ,NN,VBZ,VBN,TO,VB,CD,IN,JJS,VBG,NNS,NNP,VBD,PRP$,CC,WP,RB,PRP,VBP,RBR,RP,MD,WDT,WRB,JJR,EX,NNPS,world,blogs,disability,entertainment,magazine,technology,help,business,education,uk,rugby,election,health,science,Shares
624,0,18,22,0,14,0,0,0,0,0,0,1,0,0,392,191,47,20,77,5,32,25,14,38,100,1,6,76,103,26,3,17,1,13,5,6,0,2,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,992
63,0,4,2,0,2,0,0,0,0,0,1,0,0,0,4,0,4,7,8,4,4,1,1,4,5,0,2,2,14,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
85,0,1,3,0,3,0,0,1,0,0,0,0,0,0,61,29,6,4,14,6,7,3,1,5,12,0,2,2,12,1,1,3,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214
1104,0,40,3,0,16,0,0,0,0,1,0,0,0,0,1,2,123,70,152,34,27,34,48,27,142,1,17,84,114,35,8,34,8,29,43,25,3,1,19,8,4,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
86,0,1,1,0,2,0,0,0,0,1,0,0,0,0,899,748,8,9,15,4,1,4,4,4,13,0,2,4,10,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2447
82,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,3,4,6,3,7,1,2,8,12,0,2,5,18,0,1,0,2,1,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,4,5,0,3,0,0,0,0,0,1,0,0,0,5,8,5,3,9,3,6,0,1,5,8,0,0,2,12,2,3,3,0,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
660,0,12,15,0,17,0,0,0,0,1,0,0,0,0,11,1,48,37,81,25,19,17,14,36,96,2,9,59,127,23,1,16,3,15,7,15,1,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
74,0,1,2,0,4,0,0,0,0,0,0,0,1,0,13,10,3,3,7,3,5,4,2,6,10,0,2,7,14,0,2,0,0,1,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
63,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,4,5,7,2,3,1,0,8,10,0,0,3,12,2,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
503,0,18,3,0,7,0,0,0,0,0,0,0,0,1,795,1158,60,36,84,17,16,19,23,7,62,0,10,30,47,14,6,17,4,14,11,4,0,0,9,1,4,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,497
840,0,8,10,6,5,0,0,0,0,0,1,0,0,0,614,352,80,45,97,27,19,35,35,23,93,0,26,83,69,34,11,18,9,32,43,30,0,3,9,5,3,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,517
493,0,16,8,0,15,0,0,0,0,1,0,0,0,0,207,548,55,29,51,10,14,14,8,28,70,4,16,43,75,14,6,10,1,15,6,12,2,1,3,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209
67,0,1,2,0,2,0,0,1,0,0,0,0,0,0,194,542,5,5,9,2,2,0,0,5,9,1,4,8,9,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,302
794,0,23,9,0,8,1,0,0,1,0,0,0,0,0,0,0,94,44,125,16,37,22,22,22,106,1,8,62,67,42,6,22,1,17,32,22,1,5,8,6,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,1,2,0,3,0,0,0,1,0,0,0,0,0,2,0,7,7,7,3,5,1,0,4,9,0,1,4,8,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
69,0,5,0,0,4,0,0,0,1,0,0,0,0,0,11,1,7,4,4,3,7,0,0,7,11,0,0,4,11,1,1,1,1,1,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
79,0,2,2,0,3,0,0,0,1,0,0,0,0,0,1805,749,8,5,4,3,10,2,1,8,11,0,0,5,11,1,1,1,0,0,0,5,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2384
63,0,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0,5,2,9,2,3,4,1,7,9,0,1,3,10,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,32,26,0,12,0,0,0,1,0,0,0,0,0,0,0,105,42,136,11,35,22,29,29,102,2,6,54,107,46,2,17,1,30,18,11,1,6,12,2,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,0,7,4,0,2,0,0,0,1,0,0,0,0,0,0,0,6,4,9,7,3,3,2,4,8,0,2,4,19,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,2,5,7,3,4,3,2,4,9,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,8,2,0,3,2,0,0,0,1,0,0,0,0,2,0,13,11,16,2,6,9,7,6,15,0,1,7,17,1,1,1,0,2,0,2,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,0,15,9,0,4,0,0,0,0,0,1,0,0,0,0,0,68,34,109,12,29,24,22,26,83,1,22,76,94,36,10,22,4,23,21,12,2,1,7,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,7,10,9,5,2,3,3,6,13,0,0,3,18,0,2,2,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,5,8,0,3,0,0,0,0,0,1,0,0,0,7,6,68,44,111,24,21,32,30,11,90,4,15,41,74,36,15,35,4,44,74,28,1,6,9,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
84,0,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6,4,11,1,3,3,5,4,10,0,0,9,13,4,2,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,2,4,0,2,0,0,0,0,0,1,0,0,0,0,0,8,5,12,3,6,4,6,5,14,0,3,9,18,3,1,3,0,2,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,2,18,0,3,0,0,0,0,0,0,1,0,0,0,0,47,31,76,20,22,26,28,20,58,1,11,38,49,12,13,15,1,15,18,8,1,1,6,3,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
278,0,6,10,0,2,0,0,0,0,0,0,1,0,0,0,0,25,10,33,10,10,8,9,4,32,1,5,16,53,23,2,8,2,9,12,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,0,20,17,0,7,0,0,0,0,0,0,1,0,0,32,11,98,58,144,13,36,39,31,25,112,1,14,61,104,72,20,32,3,20,43,18,0,7,4,2,4,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12
690,0,5,14,0,4,1,0,1,0,0,0,0,0,0,1,0,61,35,111,20,21,32,29,18,81,1,19,66,77,25,4,19,7,11,15,18,1,1,9,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
65,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,2,7,6,1,2,1,1,6,9,0,1,7,10,4,1,2,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,18,20,0,6,1,0,0,1,0,0,0,0,0,0,0,79,39,138,28,46,39,37,30,112,1,21,84,113,33,7,21,10,20,15,15,1,4,8,3,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,9,3,13,1,5,3,2,7,9,0,0,8,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,4,0,0,3,0,0,0,0,1,0,0,0,0,553,222,4,4,9,3,2,1,1,5,10,0,2,4,10,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,540
67,0,1,4,0,2,0,0,0,0,0,1,0,0,0,26,5,6,7,12,2,3,2,2,5,10,0,2,1,10,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
390,0,14,5,0,2,0,0,0,0,0,0,1,0,0,4,5,43,25,73,17,8,9,12,28,52,1,5,29,34,8,0,13,0,7,5,6,1,1,3,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
901,0,23,16,0,6,0,0,0,0,0,0,0,0,1,548,213,91,61,127,44,25,25,26,16,107,5,15,42,135,25,10,30,3,38,35,13,2,2,8,5,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270
104,0,5,2,0,2,0,0,0,0,1,0,0,0,0,0,0,6,10,15,3,4,2,3,6,13,0,0,7,18,4,2,2,0,3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
940,0,49,15,0,23,0,0,0,1,0,0,0,0,0,461,124,86,54,144,31,45,21,12,25,140,4,10,69,145,40,7,31,3,28,16,7,1,7,0,5,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,511
1123,0,27,5,0,8,0,0,0,0,0,1,0,0,0,0,0,111,85,183,56,30,28,23,34,131,2,21,117,131,19,14,35,3,34,27,20,1,1,9,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,0,20,14,0,10,0,0,0,0,0,0,0,1,0,0,0,112,54,154,25,20,25,27,16,101,3,11,47,103,30,18,26,2,33,38,17,0,3,10,4,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,0,6,12,0,6,0,0,1,0,0,0,0,0,0,3,2,34,17,50,15,23,6,4,7,43,0,7,17,40,21,7,8,1,12,10,4,0,0,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
405,0,4,27,0,5,0,0,0,0,0,0,0,1,0,2,1,37,20,64,17,13,6,7,5,54,2,15,27,63,17,6,11,2,13,14,3,1,0,2,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
461,0,4,23,0,2,0,0,0,0,0,0,0,0,1,0,0,44,22,67,17,17,7,6,16,62,3,15,36,59,28,10,12,2,14,14,2,1,0,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532,0,20,33,0,6,0,0,0,1,0,0,0,0,0,4,3,39,28,78,15,22,11,7,14,78,2,13,29,99,36,10,12,1,13,15,3,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13
464,0,27,31,0,6,0,0,0,0,0,0,0,1,0,0,0,38,21,84,13,17,9,9,2,58,1,11,21,87,26,12,12,4,16,13,1,0,0,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,3,5,11,2,3,4,3,5,14,0,2,8,11,3,4,1,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1292,0,34,39,0,6,1,0,0,0,0,1,0,0,0,193,85,147,56,196,51,34,35,46,15,162,1,24,89,150,42,4,41,12,56,47,36,1,5,16,4,7,5,4,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,264
1199,0,53,22,0,23,0,0,0,0,0,1,0,0,0,0,0,127,76,164,33,52,24,27,29,144,0,18,88,206,76,11,39,4,22,17,12,1,2,9,8,4,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,0,1,5,0,2,0,0,0,0,0,1,0,0,0,30,11,6,7,15,3,2,1,2,4,9,0,1,2,17,3,1,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
118,0,5,6,0,2,0,0,0,0,0,1,0,0,0,927,135,16,7,17,8,2,4,3,4,14,0,2,4,25,5,1,1,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285
1001,0,31,27,0,10,0,0,0,0,0,0,1,0,0,17,4,88,75,143,29,31,25,37,17,119,3,20,68,154,39,12,32,3,28,21,18,5,0,16,5,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
109,0,2,2,0,3,0,0,0,0,0,0,1,0,0,0,0,7,8,16,3,5,2,3,6,14,0,5,9,21,0,2,2,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,0,20,11,5,14,0,0,0,0,0,0,0,1,0,32,1,54,48,81,29,32,17,14,20,101,0,9,48,114,22,8,24,1,19,14,5,0,2,1,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
113,0,4,7,0,2,0,0,0,0,1,0,0,0,0,370,43,9,3,16,5,4,4,4,5,16,0,1,7,20,3,3,2,1,2,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143
111,0,1,8,0,2,0,0,0,0,0,0,1,0,0,266,7,4,10,11,5,7,7,6,4,9,0,1,7,29,1,1,3,0,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83
798,0,33,10,0,17,0,0,1,0,0,0,0,0,0,53,11,89,35,123,24,43,19,16,15,108,1,11,55,122,38,7,26,1,29,13,8,2,3,1,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30
85,0,2,4,0,5,0,0,0,0,0,1,0,0,0,0,0,7,6,14,3,3,2,0,7,13,1,4,5,13,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,0,5,2,0,2,0,0,0,0,1,0,0,0,0,181,37,2,4,6,3,2,0,0,5,8,0,0,3,14,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122
82,0,5,2,0,2,0,0,0,1,0,0,0,0,0,384,41,2,3,5,4,4,0,0,5,9,0,1,11,24,3,1,3,2,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179
116,0,2,6,0,3,0,0,0,1,0,0,0,0,0,31,0,9,11,21,3,6,1,0,8,11,0,5,7,22,4,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
625,0,18,4,0,5,0,0,0,0,0,1,0,0,0,1221,394,49,64,73,25,30,14,11,11,85,0,13,57,81,8,3,26,3,18,11,27,0,2,0,3,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
77,0,5,6,0,2,0,0,1,0,0,0,0,0,0,22,4,6,2,15,8,3,0,0,4,7,0,3,2,15,2,1,3,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
959,0,102,32,0,19,0,0,0,0,0,1,0,0,0,9,1,99,57,143,28,34,17,13,16,131,0,9,45,208,31,14,29,1,34,18,7,2,2,4,11,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
73,0,9,0,0,2,0,0,0,0,1,0,0,0,0,24,19,5,3,10,3,2,4,3,6,8,0,2,3,16,1,1,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
85,0,6,5,0,2,0,0,0,0,0,1,0,0,0,0,0,6,7,10,5,4,0,0,8,14,1,1,4,20,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
870,0,32,50,0,3,0,0,0,0,1,0,0,0,0,3,1,88,43,125,45,37,30,24,6,98,1,15,45,138,38,12,25,4,26,35,14,0,3,3,6,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
87,0,7,7,0,3,0,0,0,1,0,0,0,0,0,26,14,9,4,14,4,5,1,1,5,8,0,4,4,20,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
669,0,24,8,0,4,0,0,1,0,0,0,0,0,0,0,0,63,41,87,20,15,26,22,5,86,1,20,44,97,15,11,25,1,22,29,19,0,2,11,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,1,2,0,2,0,0,0,0,0,0,1,0,0,105,33,7,4,14,5,3,2,1,7,14,1,2,3,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79
63,0,5,2,0,2,0,0,0,0,0,0,1,0,0,0,0,3,4,6,4,2,2,1,4,7,0,0,6,17,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,7,2,0,3,0,0,0,0,0,1,0,0,0,0,0,17,9,22,8,7,2,3,9,29,1,1,12,26,4,2,5,0,4,5,3,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,4,2,0,2,0,0,0,0,1,0,0,0,0,0,0,5,2,9,3,3,0,2,4,7,0,0,3,15,3,2,1,0,3,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,8,5,11,8,4,2,2,5,10,0,0,3,18,1,3,3,0,5,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,5,20,0,9,0,0,1,0,0,0,0,0,0,92,62,51,37,76,13,18,18,11,16,60,0,10,46,49,25,5,10,3,10,7,7,0,4,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
108,0,5,2,0,8,0,0,0,1,0,0,0,0,0,0,0,10,7,13,4,5,1,3,9,10,0,3,7,18,1,2,4,0,3,0,3,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,2,8,0,2,0,0,0,0,0,1,0,0,0,15,14,13,5,16,5,5,1,0,4,15,0,0,7,24,6,3,3,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
629,0,21,12,0,11,1,0,0,0,0,0,1,0,0,86,26,70,46,99,18,23,15,6,10,80,3,9,48,91,33,7,20,0,16,7,9,1,1,0,5,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107
104,0,4,9,0,6,0,0,1,0,0,0,0,0,0,24,12,3,4,12,4,7,0,3,8,9,0,2,3,27,4,4,3,0,3,4,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
66,0,4,3,0,2,0,0,0,0,0,0,1,0,0,112,32,5,4,14,5,3,1,1,4,8,0,0,2,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
104,0,3,5,0,4,0,0,0,0,0,0,1,0,0,301,75,5,3,10,3,6,1,2,7,13,0,2,6,28,5,2,1,0,4,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
88,0,2,2,0,2,0,0,1,0,0,0,0,0,0,2316,165,6,5,9,3,5,3,1,8,12,0,1,8,17,2,1,1,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,551
1411,0,43,14,0,9,0,0,0,1,0,0,0,0,0,152,37,156,82,215,53,51,33,43,10,192,6,39,120,156,25,13,31,7,64,32,46,1,2,19,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
91,0,1,2,0,3,1,0,0,0,0,1,0,0,0,0,0,7,8,13,4,4,1,4,5,10,1,0,8,15,2,2,1,0,1,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,21,25,0,2,0,0,0,0,0,0,1,0,0,9,30,78,43,120,17,28,20,25,12,75,0,12,57,115,39,11,26,2,18,20,8,0,2,13,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
87,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,8,8,10,3,8,1,2,4,11,0,0,5,10,4,3,2,0,1,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,2,2,0,2,0,0,0,0,0,1,0,0,0,46,5,2,6,12,2,4,0,1,6,11,0,0,6,15,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
82,0,1,1,0,3,0,0,0,0,0,1,0,0,0,5,3,7,6,16,2,3,1,2,4,14,0,0,4,12,4,1,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
91,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,8,7,15,6,4,0,1,6,16,1,1,5,14,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,11,5,13,4,3,4,0,8,17,1,4,5,11,3,3,2,1,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,12,0,0,3,0,0,1,0,0,0,0,0,0,3,2,67,42,82,21,21,18,10,5,76,7,17,55,70,7,3,14,1,23,7,18,3,1,1,2,0,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
73,0,6,2,0,2,0,0,0,0,1,0,0,0,0,0,0,6,4,9,5,6,1,0,5,13,0,1,3,16,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,5,2,4,1,0,4,7,0,2,6,11,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,0,15,14,0,0,0,0,0,1,0,0,0,0,0,0,0,132,67,233,36,81,55,68,14,218,1,54,135,122,100,41,57,9,64,128,52,0,13,23,5,10,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,0,4,2,0,3,0,0,0,0,0,1,0,0,0,22,15,4,4,5,3,11,5,6,6,12,0,1,5,19,1,2,1,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
38,0,6,2,0,2,0,0,0,0,0,0,0,1,0,10,17,2,2,5,3,1,0,0,5,5,0,0,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
75,0,3,2,0,2,0,0,0,0,0,0,0,0,1,21,27,7,3,14,4,2,3,1,4,8,1,1,2,15,2,1,0,0,2,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83
118,0,4,5,0,2,0,0,0,0,0,0,0,0,1,16,29,11,4,12,5,9,7,6,7,9,0,5,6,18,5,1,3,0,2,1,3,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
115,0,13,9,0,2,0,0,0,0,0,0,0,0,1,,,10,3,11,6,4,5,5,4,11,0,0,5,34,7,1,2,0,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,0,4,2,0,2,0,0,0,0,0,1,0,0,0,1,0,2,5,11,4,4,1,0,7,7,0,2,7,14,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,0,3,0,0,2,0,0,1,0,0,0,0,0,0,175,135,6,7,17,3,4,1,1,4,10,1,1,9,10,3,2,5,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247
75,0,6,2,0,7,0,0,0,0,1,0,0,0,0,0,0,3,6,10,4,4,0,0,5,9,0,1,4,18,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,12,4,0,4,0,0,0,0,0,0,0,1,0,28,15,41,20,56,14,22,8,7,10,60,0,5,36,49,23,0,7,0,10,6,9,1,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99
436,0,23,11,0,3,0,0,1,0,0,0,0,0,0,167,394,43,22,47,10,23,10,15,8,50,0,5,32,89,37,2,6,4,9,8,1,1,1,7,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,470
216,0,1,14,0,1,0,0,0,0,0,0,1,0,0,0,12,25,13,44,16,6,7,4,4,28,2,4,7,34,1,3,4,3,7,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
654,0,14,2,0,22,0,0,0,0,1,0,0,0,0,4,6,77,40,104,16,21,18,15,22,101,3,8,47,82,29,8,24,2,14,8,7,0,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2068,0,97,73,0,153,0,0,0,0,1,0,0,0,0,34,93,123,133,319,79,40,60,48,134,269,5,29,169,459,31,10,58,0,19,18,29,0,7,10,8,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160
124,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,8,7,18,5,4,5,3,7,11,0,1,5,18,10,4,5,1,3,6,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
862,0,5,35,0,7,0,0,0,0,0,1,0,0,0,80,56,79,43,148,31,15,17,21,20,95,4,22,47,84,53,25,21,8,44,46,15,0,5,6,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290
63,0,5,2,0,2,0,0,0,0,0,0,0,0,1,0,0,6,2,7,3,2,2,0,4,9,0,1,3,15,2,1,1,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0,13,18,0,3,2,0,0,0,0,1,0,0,0,0,0,45,15,79,10,24,15,11,31,58,3,15,40,83,40,6,14,1,17,18,12,0,0,3,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,0,6,2,0,2,0,0,0,0,0,1,0,0,0,0,0,7,5,10,4,7,2,1,8,12,1,3,9,21,7,2,3,0,3,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
